53,3075,323,219,671,1528,Carney,Baerga-Rosa,DEF
1370,4827,499,382,867,1461,Stuart,Rubin,DEF
17,2368,207,272,911,1373,Bahr,Pollan,DEF
272,958,352,309,620,1565,Hines,Sandler,DEF
2951,2820,107,160,834,1333,Mullick,Sparks,DEF
1982,390,388,109,764,1254,Amer,Salvini,DEF
2384,1538,180,119,606,1260,Patke,Ortega,DEF
560,4534,319,466,1066,1252,Sangerman,Shorr,DEF
3559,4950,85,333,629,1142,Berkin,Penrose,DEF
1448,1200,238,221,697,1622,Shorr,Barker,DEF
4105,2254,412,216,827,1190,Palmer,Rozino,DEF
757,203,354,425,937,1523,Alonso,Gurvey,DEF
2429,2715,366,137,1069,1112,Flinn,Kallick,DEF
3082,2926,122,396,760,1211,Olderman,Rivera,DEF
2290,4641,242,272,991,1215,Flinn,Petti,DEF
2045,3757,80,252,1014,1634,Sparks,Sachman,DEF
2465,1967,262,297,628,1177,Carter-Kenned,Denver,DEF
4798,1190,445,18,1028,1547,Sommer,Mers,DEF
2303,2459,88,474,637,1558,Billings,Dixon,DEF
2447,2132,21,276,1026,1250,Mairiand,Sundahl,DEF
564,140,112,372,560,1152,Funk,Barack,DEF
3353,2714,176,55,687,1109,Levi,Stefani,DEF
4130,4327,193,85,813,1212,Noonan,Shiner,DEF
1204,728,154,250,729,1353,Apwel,Lissner,DEF
3362,4217,325,437,734,1399,Mahon,OToole,DEF
233,1900,387,469,1022,1299,Bayanie,Roth,DEF
4964,1994,363,339,713,1401,Beris,Perryman,DEF
1601,2654,267,258,810,1453,Stukkle,Pahls,DEF
4430,4415,498,232,739,1223,Malone,Robinson,DEF
3416,3942,159,397,948,1112,Hacker,Berber,DEF
1613,3615,180,50,644,1357,Rackland,Kye,DEF
2721,2236,293,228,628,1279,Heritage,Stein,DEF
2781,2800,216,327,1044,1219,Galvan,Santello,DEF
1720,3073,141,86,889,1465,Sher,Oak,DEF
3801,2511,417,96,766,1530,Newman,Ruderman,DEF
3066,2639,50,160,1089,1195,Lewitz,Loewring,DEF
11,3551,397,107,921,1257,Donovan,Portny,DEF
954,2021,314,320,954,1496,Lynman,Schelbas,DEF
1989,4369,157,219,648,1125,Neushwanger,Rishkind,DEF
1543,4944,38,437,905,1326,Kopin,Sosewitz,DEF
924,4098,296,107,1033,1430,Bruns,Abram,DEF
3600,1292,257,317,979,1185,Pristav,Biley,DEF
775,3364,325,295,582,1264,Berger,Pinto,DEF
3773,3520,245,305,1088,1279,Fleishman,Sweig,DEF
5000,3841,9,12,834,1477,Eichner,Kraut,DEF
1237,4348,460,338,998,1397,Ginrich,Rector,DEF
1495,165,141,4,945,1212,Levin,Hill,DEF
4183,50,109,413,1028,1554,Scheinbaum,Bellatauno,DEF
3518,4680,112,360,885,1630,Lewandowski,Devora,DEF
1425,2301,483,483,951,1451,Roberts,Halverson,DEF
104,2291,212,81,1094,1140,Schilling,Puller,DEF
1863,1026,67,496,989,1410,Koplec,Conaway-Burke,DEF
4716,73,277,243,754,1495,Reichel,Rachman,DEF
3277,4192,1,423,910,1188,Glunz,Schaepelli,DEF
3930,4793,264,43,659,1626,Patke,Stanek,DEF
654,1089,368,78,940,1404,Cascarano,Alter,DEF
1795,1829,473,60,983,1546,Lewandowski,Downes,DEF
3424,1461,48,28,656,1635,Heyman,Fairbanks,DEF
3404,1723,221,96,875,1306,Sadin,Glenwood,DEF
1427,2036,60,288,712,1523,Ancer,Swartz,DEF
1144,1374,127,109,884,1123,Shiner,Natkin,DEF
1604,2706,488,159,968,1365,Rodin,Clinton,DEF
2352,1371,152,124,613,1488,Samson,Underwood,DEF
2031,4844,338,166,693,1485,Hartman,Klairmont,DEF
600,4693,336,77,635,1330,McGrady,Marko,DEF
2589,2313,18,74,1080,1281,Solomon,Funk,DEF
2946,718,287,434,635,1636,Small,Gordon,DEF
2881,4559,155,57,946,1269,Heritage,Holstein,DEF
108,2672,6,213,1084,1253,Shafer,Glickson,DEF
3667,4063,257,210,690,1226,Ivey,Ardini,DEF
3907,2097,108,184,869,1640,Placenza,Lebow-Jacobs,DEF
3634,390,291,451,690,1305,Angelina,Alcaraz,DEF
4618,1063,10,243,983,1378,Mullick,Glunz,DEF
4398,3290,203,301,981,1147,Bayanie,Halperin,DEF
3049,2517,236,164,943,1357,Springman,Piser,DEF
3960,843,280,391,962,1487,Irvine,Stevens,DEF
1558,1785,244,306,929,1518,Mearow,Ingres,DEF
2866,3719,118,96,983,1178,Sizemore,Damsky,DEF
2772,3618,111,352,820,1295,Mason,Amari,DEF
3833,1264,387,291,904,1190,Robbins,Derman,DEF
2733,4778,169,484,586,1121,Reingold,Levinson,DEF
146,2532,132,126,715,1304,Anthony,Fine,DEF
4583,2733,185,414,838,1485,Dalponte,Altman,DEF
1343,3601,40,292,883,1631,Rosenberg,Stratford,DEF
2992,2138,220,195,673,1307,Aaronson,Quintos,DEF
2199,4799,111,289,875,1558,Klein,Quinn,DEF
1236,3025,126,71,707,1332,Pinto,Flore,DEF
3484,758,393,492,718,1255,Schanks,Fisher,DEF
506,3745,175,15,655,1171,Mitchell,Baldwin,DEF
916,838,93,206,643,1218,Berns,Healy,DEF
2613,3155,258,15,619,1310,Sylvie,Slaw,DEF
2892,369,457,189,730,1379,Leppola,Acosta,DEF
999,1101,348,220,900,1400,Williams,Kazieren,DEF
3541,2610,328,114,898,1240,Brozofsky,Saliba,DEF
3894,4474,227,272,742,1633,Leving,Mullick,DEF
990,336,445,470,1015,1263,Berkin,Campaigni,DEF
782,3601,223,94,772,1155,Menoni,Dytrych,DEF
2166,2742,232,247,719,1273,Barber,Ocampo,DEF
2158,1182,120,214,590,1511,Mantle,Plathe,DEF
530,985,274,265,631,1487,Pahls,Alexander,DEF
926,3956,371,294,882,1284,Sargo,Rosebrook,DEF
2548,2274,289,468,1054,1522,Bass,Ginsburg,DEF
4972,1436,33,116,582,1222,Cote,Cohen,DEF
2979,1174,387,238,864,1377,Kaplan,Pahls,DEF
2420,1983,286,340,974,1447,Schmidt,Korn,DEF
3943,711,211,124,675,1348,Page,Rodriguez,DEF
2078,4883,312,445,703,1325,Baumrick,Levy,DEF
3733,3197,318,95,561,1147,Palmer,Gellar,DEF
4668,3485,466,496,558,1476,Barnard,Naval,DEF
4184,4494,388,349,1046,1586,Anderson,Norman,DEF
3778,4564,455,297,774,1221,Richards,Makki,DEF
618,3834,168,201,852,1610,Sutherland,Ludwig,DEF
2147,3435,382,116,898,1141,Abraham,Sachnoff,DEF
1726,2466,439,322,841,1377,Michalek,Orsini,DEF
2086,3682,411,158,1079,1259,Schwartz,Azzi,DEF
3654,1389,428,94,681,1176,Alter,Liska,DEF
1593,186,167,237,673,1517,Mayer,Shorr,DEF
3871,4438,400,195,576,1421,Penrose,Olson,DEF
3276,188,258,404,722,1291,Rouda,Holden,DEF
1544,1053,299,261,994,1618,Schulman,Samuels,DEF
4542,4930,151,471,906,1564,Menoni,Resto,DEF
2890,1438,353,181,828,1162,Baghade,Wilt,DEF
2884,4662,495,222,697,1485,Palmero,Ballatini,DEF
2866,3444,449,287,667,1506,Gritts,Scott,DEF
2578,3111,96,487,1062,1342,Holtzman,Lynn,DEF
4270,3752,44,42,805,1262,Smagly,Cherner,DEF
1784,4443,434,356,820,1627,Selig,Righi,DEF
2423,3662,373,239,919,1381,Jacobson,Roenick,DEF
135,2028,240,145,818,1097,Bellatauno,Bush,DEF
3793,336,273,455,1023,1619,Bethek,Baum,DEF
4423,4503,422,379,791,1402,Christanson,Fleishman,DEF
734,714,278,382,743,1222,Duval,Langer,DEF
2180,1333,8,56,921,1603,Hill,Sosewitz,DEF
2678,697,123,490,951,1357,Salinger,Meshi,DEF
2800,3005,386,382,554,1184,Bayliss,Gordon,DEF
2131,4629,155,107,658,1134,Pichetti,Cummings,DEF
1646,651,6,138,629,1567,Prokos,Gimelferd,DEF
2492,2849,310,189,870,1438,Placenza,Hines,DEF
2296,2038,422,270,931,1456,Karen,Cote,DEF
4415,1136,484,157,587,1128,Michaels,Alexander,DEF
3931,1035,148,448,1067,1333,Sizemore,Schwartz,DEF
4061,3410,207,479,989,1546,Bergman,Baerga-Rosa,DEF
2947,1473,427,84,774,1450,Levi,Aufox,DEF
569,1225,220,31,960,1638,Alosio,Ruffer,DEF
3334,4484,32,344,1019,1557,Quinn,Redmon,DEF
2088,3470,341,401,1049,1206,Sundahl,Monger,DEF
2243,1439,499,15,923,1197,Chio,Davis-Smith,DEF
471,454,487,162,1055,1172,Sherman,Kallick,DEF
3750,3225,423,273,1060,1155,Brenner,Shaffer,DEF
4705,1290,398,387,572,1164,Schoenfeld,Adess,DEF
3054,1356,90,43,831,1520,Kowalski,Cammerman,DEF
3090,322,170,233,939,1509,Johnson,Kramer,DEF
3480,3004,450,238,920,1295,Kapp,Axelrod,DEF
4681,446,51,82,794,1299,Hosier,Spacher,DEF
2789,1022,153,360,852,1236,Sarachisimo,Glickson,DEF
2124,1581,294,237,1032,1511,Alter,LaRussa,DEF
1494,2075,381,221,1044,1628,Small,Baden,DEF
1489,4510,142,427,772,1495,Foreman,Richards,DEF
2350,1699,254,5,995,1458,Rackland,Fellhammer,DEF
562,1805,400,154,711,1457,Morgan,Miller,DEF
4993,133,80,137,904,1580,Stevens,Feight,DEF
970,1850,25,6,759,1213,Heyman,Baruffi,DEF
1010,2686,405,389,932,1437,Samson,Leonaridi,DEF
2121,2075,303,331,936,1167,Hyman,Rein,DEF
618,3888,10,95,657,1109,Appelbaum,Reich,DEF
1794,1656,111,370,950,1434,Glazier,Blair,DEF
788,1329,74,116,819,1347,Saigh,Stickdale,DEF
48,119,435,444,823,1209,Pasieka,Devora,DEF
4138,3514,384,18,889,1136,Foreman,Damsky,DEF
460,4781,415,352,1022,1429,Redmon,Rouda,DEF
1415,1963,139,292,593,1367,Samuel,Page,DEF
1233,4747,170,145,804,1424,Scholtz,Bauden,DEF
974,1684,340,420,1010,1364,Schaeffer,Klein,DEF
4025,486,150,72,630,1165,Keno,Shaheen,DEF
4499,1723,235,226,599,1500,Keno,Aldo,DEF
1119,3935,325,251,651,1142,Meyer,Reinheymer,DEF
2394,4412,225,395,919,1155,Rich,Quirk,DEF
2307,2691,166,144,798,1234,Silverman,Monger,DEF
2960,3713,260,202,656,1366,Rauchleiter,Erwin,DEF
2373,1389,236,85,642,1329,Spevak,Parsons,DEF
4726,419,370,95,990,1184,Polodstein,Rozoff,DEF
3766,1818,280,312,892,1257,Holden,Rozino,DEF
4360,506,6,253,972,1644,Isreal,Bommario,DEF
2783,3944,105,333,696,1537,Neumark,Saul,DEF
1433,3245,449,266,654,1139,Rivera,Sclarrone,DEF
1781,830,298,491,966,1270,Slotnick,Radke,DEF
4184,3422,156,89,912,1490,Rodriguez,Sikula,DEF
348,4633,16,20,840,1226,Bahr,Stine,DEF
393,2823,294,124,1019,1581,Rogers,Kestin,DEF
556,1542,266,455,902,1542,Schaeffer,Gross,DEF
2699,575,122,116,676,1268,Bernstein,Fox,DEF
1046,3776,315,472,572,1610,Reich,Plathe,DEF
1226,733,266,120,836,1398,Rafferty,Levinson,DEF
2353,4822,259,156,630,1499,Scotten,Cali,DEF
1469,4143,479,219,795,1624,Hoffmann,Lauer,DEF
2223,2929,253,363,1018,1141,Anderson,Feinzimmer,DEF
18,863,48,401,592,1187,Baghade,Nack,DEF
292,754,247,410,1088,1442,Powers,Holmes,DEF
3115,4839,459,217,671,1138,Herman,Feldman,DEF
2096,4039,86,214,898,1637,Pines,Rusnack,DEF
1274,4678,461,499,724,1215,Olshanky,Hines,DEF
3417,2366,336,423,879,1142,Fletcher,Palmero,DEF
431,4048,240,177,929,1105,Salinger,Blinderman,DEF
3322,3649,33,457,578,1155,Ronzani,Becker,DEF
4460,2838,171,59,1082,1587,Safran,Sedgewick,DEF
3259,4022,434,414,901,1184,Divinci,Pines,DEF
3430,1595,40,1,936,1591,Muzik,Burson,DEF
1110,4491,284,408,870,1582,Heller,Razo,DEF
4962,2364,398,138,788,1478,Salzman,Nimi,DEF
3620,3057,132,287,937,1167,Borg,Roener,DEF
430,4620,209,453,650,1166,Shubs,Milten,DEF
3847,4321,461,278,971,1576,Mason,Bonamarte,DEF
1814,1088,469,385,666,1215,Benbaum,Galloway,DEF
2776,769,360,122,1032,1160,Braun,Sabo,DEF
1761,523,343,67,894,1443,Sylvie,Apert,DEF
1690,4331,221,65,839,1163,Pomper,Mearow,DEF
2041,3586,352,148,833,1345,Berkin,Nyberg,DEF
4838,1338,98,446,964,1627,Neushwanger,Kagan,DEF
2202,4453,131,82,793,1413,Scheinbaum,Mullin,DEF
1125,1984,406,447,906,1255,Peterson,Ferratti,DEF
3951,337,1,290,559,1364,Rodenbeck,Seligman,DEF
4480,4789,203,15,763,1637,Srungin,Rappaport,DEF
721,4305,424,347,731,1355,Goldstein,Rusnack,DEF
919,619,427,29,566,1355,Berkin,Gill,DEF
4233,4301,147,281,643,1556,Rosenstein,Logan,DEF
1755,2572,139,119,1082,1541,Paschen,Ancer,DEF
3630,3692,263,358,795,1303,Barris,Rodenbeck,DEF
2478,665,297,58,953,1186,Szymanski,Sadowsky,DEF
1188,1657,374,350,629,1317,Michalek,Rosenzweig,DEF
1222,1877,165,111,869,1161,Kestin,Selig,DEF
4741,873,352,348,862,1236,Blumenthal,Kordick,DEF
45,4815,481,460,845,1307,Coopi,Radke,DEF
3960,906,105,245,972,1237,Abarca,Glunz,DEF
2088,2243,271,165,1029,1307,Baruffi,Saliba,DEF
3620,4087,205,107,1074,1144,Lara,Saigh,DEF
3722,1990,494,315,1076,1311,Escobar,Berkiel,DEF
80,2059,348,404,828,1215,Bloomberg,Fiochii,DEF
3602,597,414,497,558,1333,Kim,Levy,DEF
523,1280,456,451,639,1548,Baker,Sullivan,DEF
791,2452,410,125,798,1629,Rabatinni,Snyderman,DEF
1202,141,313,81,1041,1349,Becker,Reed,DEF
2416,3279,347,17,962,1619,Kust,Slotnick,DEF
4122,4680,63,15,816,1522,Razo,Cali,DEF
3284,3906,213,484,986,1518,Deutsch,Chetek,DEF
4339,4708,260,217,786,1149,Saed,Swartz,DEF
1115,1168,91,172,1055,1516,Parmer,Freeman,DEF
609,3197,390,280,706,1397,Orsini,Divinci,DEF
2288,924,148,11,724,1442,Owen,Lewandowski,DEF
3477,4617,193,114,764,1628,Blitstein,Entin,DEF
4656,1502,346,434,697,1633,McMillan,Shapiro,DEF
262,3112,411,29,1042,1145,Schelbas,Greenburg,DEF
1948,2548,16,157,556,1327,Scava,Merricks,DEF
3877,4758,250,203,831,1431,Berrity,Neiman,DEF
3929,2471,381,201,1040,1554,Saeks,Orsini,DEF
86,31,2,126,743,1623,Saeger,Campbell,DEF
3633,409,57,240,638,1254,Orner,Heller,DEF
3943,3964,400,451,576,1432,Saltan,Campbell,DEF
3145,4201,220,59,660,1312,Rein,Shalla,DEF
3605,2557,74,315,886,1338,Smagly,Fairbanks,DEF
3234,2209,367,325,858,1565,Burk,Rodriguez,DEF
1970,823,315,212,619,1275,Scopelli,Pines,DEF
291,2191,140,179,914,1548,Salgado,Kemp,DEF
1406,674,20,441,858,1377,Shulist,Somner,DEF
2073,2906,9,303,1060,1247,Fletcher,Gutman,DEF
2633,1613,15,56,1050,1200,Berger,Dytrych,DEF
2356,1833,308,292,705,1370,Porges,Greenberg,DEF
3539,4281,215,279,797,1292,Hendrickson,Rottman,DEF
4382,3450,241,274,878,1457,Morriss,Baerga-Rosa,DEF
558,2067,156,384,842,1394,Sak,Sabit,DEF
4551,75,88,15,567,1428,Salinger,la Marca,DEF
2337,4873,51,387,568,1352,Baer,Roin,DEF
1815,4410,35,108,593,1544,Apert,Levine,DEF
810,2199,62,376,670,1249,Salzman,Reichel,DEF
242,2847,311,478,657,1374,Downey,Austildo,DEF
1791,822,243,152,601,1594,Glick,Sijstorm,DEF
2982,4333,308,277,882,1531,Steinberg,Barack,DEF
3658,911,358,55,903,1180,Reidda,Pomerantz,DEF
817,4322,70,18,1041,1408,Robin,Meyers,DEF
2035,4226,391,456,877,1594,Mers,Sigman,DEF
3456,197,34,332,686,1184,Gordon,Gallen,DEF
3444,4583,334,37,1071,1172,Spevak,Abbot-Cravett,DEF
2197,1631,325,399,916,1464,Lopez,Mason,DEF
62,4805,29,135,648,1254,Leeb,Fillippi,DEF
4220,4771,170,115,913,1392,Kafenshock,Shaub,DEF
3908,1382,365,236,756,1432,Saltpeper,Roth,DEF
2228,1092,368,307,788,1151,Siegelman,Kopin,DEF
247,3803,150,144,654,1579,Blitstein,Adell,DEF
4044,3252,44,95,611,1271,McCarthy,Moore,DEF
4818,507,31,99,562,1515,Siber,Gutman,DEF
646,4588,446,95,938,1143,OToole,Jones,DEF
787,3371,436,109,557,1378,Hoffman,Karol,DEF
3740,4012,164,400,1003,1122,Sasso,Jones,DEF
2235,3074,276,147,909,1124,Ronzani,Carmel,DEF
861,2145,87,24,763,1457,Lavin,Schwartz,DEF
4633,4393,184,190,1034,1450,Hill,Raden,DEF
2765,800,75,442,720,1338,Luke,Rackland,DEF
2265,3876,215,375,597,1120,Greco,Artemis,DEF
261,4337,429,475,1076,1136,Hoffmann,Firestone,DEF
1026,3236,156,407,1048,1235,Sundahl,Jennings,DEF
1153,1243,228,213,910,1382,Fligel,Sennett,DEF
648,735,459,319,568,1373,Duenow,Al-Timinu,DEF
3258,599,95,365,816,1370,Ragner-Kurt,Merritt,DEF
1215,375,345,383,844,1136,Freeling,Sass,DEF
2242,3985,4,135,841,1537,Young,Baruffi,DEF
3014,651,65,311,1082,1129,Ancer,Lazar,DEF
3801,2033,413,262,650,1215,Evans,Galloway,DEF
4469,1378,374,145,635,1518,Sanders,Kay,DEF
4149,4322,329,56,1007,1117,Luke,Diaz,DEF
3158,4487,460,255,1064,1245,Doman,Biagi,DEF
1573,4821,30,421,1086,1102,Sukenick,Abbot-Cravett,DEF
2951,3212,42,425,592,1178,Aya,Furner,DEF
480,655,41,264,937,1341,Merritt,Singer,DEF
4177,4386,462,430,954,1372,Barrow,Kaufman,DEF
3577,2818,210,236,1018,1103,Austildo,Flusher,DEF
1579,1340,223,122,879,1641,Mason,Russell,DEF
3244,1631,451,118,1061,1625,Lyons,Pinoff,DEF
4816,664,246,155,849,1307,Hambrick,Foresman,DEF
356,436,371,333,725,1468,Brenner,Bacci,DEF
1437,575,114,358,765,1435,Frank,Lipper,DEF
3417,1285,242,166,737,1316,Samson,Burris,DEF
852,2373,375,336,748,1217,Smith,Kern,DEF
3540,4399,152,296,1045,1178,Newman,Lavin,DEF
2852,168,73,280,1029,1498,Gurvey,Hosier,DEF
2156,2060,152,347,719,1113,Finger,Sanderas,DEF
3886,3274,243,204,700,1220,Sporadin,Robbins,DEF
3953,467,62,258,1068,1469,Sedler,Sak,DEF
1725,1087,15,57,1028,1500,Resnick,Roenick,DEF
3109,3018,98,154,1073,1409,Pyster,Sandler,DEF
2355,2423,58,287,571,1576,Sternberg,Michael,DEF
1997,3739,2,334,864,1317,Schell,Divinci,DEF
201,967,118,219,672,1636,Schell,Bystrickey,DEF
3796,3110,174,342,608,1098,Larson,Karen,DEF
2137,1094,196,418,1042,1237,Scott,Johnson,DEF
4530,3592,213,148,660,1146,Reigle,Barcani,DEF
282,4695,311,278,853,1190,Stricker,Rabin,DEF
1540,1832,180,67,911,1221,Aoter,Rich,DEF
1572,267,70,319,621,1505,Flore,North,DEF
4952,1891,435,418,760,1192,Apter,Ronnick,DEF
1472,1089,281,288,1084,1310,Patke,Quintos,DEF
1893,2122,124,51,766,1097,Anderson,Little,DEF
3257,381,339,61,718,1569,Rosie,Robin,DEF
731,533,350,345,757,1496,Lang,Gross,DEF
1053,3666,492,278,1037,1641,Cascarano,Baumrick,DEF
55,2834,347,126,1023,1169,Nysted-Wims,Shaheen,DEF
2444,2586,97,447,937,1447,Morain,Somner,DEF
69,1938,69,293,689,1443,Margolis,Abrams,DEF
3076,934,432,227,895,1540,Schack,Nawn,DEF
3235,636,214,288,789,1328,Ruff,Puller,DEF
4401,3211,376,116,1026,1287,Pena,Pearl,DEF
1951,3568,239,481,1038,1440,Bernardi,Streicker,DEF
4669,4208,95,492,641,1556,Lawson,Caplin,DEF
4420,3679,21,100,599,1248,DeBarbelo,Schecherman,DEF
569,658,92,414,958,1612,Graham,Liska,DEF
1264,75,64,189,947,1371,Rappaport,Alter,DEF
755,3392,414,379,867,1108,Schessel,Scully,DEF
545,1870,63,59,584,1376,Shutan,Barnard,DEF
858,1449,278,325,784,1115,George,Sabit,DEF
3240,4169,262,195,856,1156,Kirkpatrick,Redman,DEF
767,3717,140,268,839,1178,Gelling,Eichner,DEF
502,1111,16,294,1057,1239,Goldbait,Berk,DEF
1935,4641,226,14,1057,1523,Leving,Scoravacco,DEF
3916,4803,291,445,722,1342,Redeemer,Miller,DEF
3467,3894,391,460,789,1394,Ellison,Stone,DEF
977,1325,63,197,659,1388,Leppola,Bellin,DEF
3840,1333,389,283,1058,1362,Ortega,Ingres,DEF
832,3761,361,168,568,1376,Captial,Bellin,DEF
3441,3646,376,179,887,1407,Moreno,Neiman,DEF
580,634,439,341,603,1252,Gurvey,Lillie,DEF
4774,3472,153,471,589,1267,Stein,Roman,DEF
710,4255,48,447,551,1166,Furgatch,Ritholtz,DEF
396,1101,496,392,556,1416,Halperin,Jacobson,DEF
232,516,306,316,818,1417,Guzman,Fish,DEF
1405,3693,346,110,905,1576,Nack,Dose,DEF
3294,2610,46,457,732,1383,Lee,Chung-Swanson,DEF
4814,3003,343,378,1021,1341,Gordon,Barrow,DEF
280,4299,146,310,918,1516,Somner,Kallick,DEF
4541,396,82,382,666,1180,Broday,Hirsh,DEF
3104,1645,356,371,1005,1545,Lavin,Salgado,DEF
1093,3212,299,201,1039,1160,Carson,Friedman,DEF
2310,3826,75,76,585,1119,Kurtz,Irvine,DEF
2498,4789,312,165,601,1349,Sangerman,Rusnack,DEF
3304,1834,464,156,835,1181,Matthews,Rosenzweig,DEF
1740,2470,245,34,756,1367,Morgan,Goldbait,DEF
1130,1631,265,124,759,1425,Hehner,Flore,DEF
2024,4116,173,224,690,1598,Artemis,Gavlin,DEF
3411,3844,299,249,900,1489,Shalla,Caplin,DEF
3733,4893,92,476,915,1140,Dim,Rabatinni,DEF
4878,3489,393,256,785,1421,Cannon,Singer,DEF
4116,2776,20,340,809,1197,Benbaum,Lucas,DEF
57,3542,24,356,815,1271,Holstein,Fasschini,DEF
625,4153,137,318,822,1384,Schilling,Starr,DEF
3747,3662,279,297,586,1104,Rosalini,Austildo,DEF
4569,573,229,422,716,1575,Lynman,Neumark,DEF
2524,3075,445,336,1051,1546,Franklin,Kellner,DEF
1504,4841,472,390,964,1480,Lipman,Ackerman,DEF
267,2695,147,143,807,1611,Hirsh,Barrett,DEF
1608,4794,133,406,1002,1323,Benson-Hedges,Swanson,DEF
2286,4093,99,431,1027,1124,Meisner,Happ,DEF
380,1949,419,456,1051,1288,Kazieren,Berhoff,DEF
1643,107,175,473,690,1137,Ruby,Segel,DEF
441,348,218,479,871,1513,La Cassa,Abrams,DEF
3247,1742,314,303,975,1357,Olderman,Hambrick,DEF
2120,3967,251,284,1034,1611,Bennett,Boyd,DEF
2091,1817,256,238,875,1153,Balick,Rosie,DEF
2085,4682,410,429,973,1528,Alter,Bao,DEF
1922,485,276,128,612,1286,Raisman,Sclarrone,DEF
3493,2544,151,348,806,1529,Aronson,Friedman,DEF
660,4651,147,290,1024,1536,Berhoff,Rabatinni,DEF
1298,1687,93,170,560,1469,Divinci,Siegal,DEF
4265,376,419,227,593,1375,Pristav,Baghade,DEF
454,4200,173,313,642,1137,Gray,Kay,DEF
2496,2772,417,261,1094,1293,Barewich,Roenick,DEF
969,1320,190,239,1033,1208,Dalponte,Rozenfeld,DEF
